SubBlock,BlockID,parameter,R0,R1,param_mask,reg_mask,defval_mask,param_minbit,reg_id
ch,26,mask_tot,68,9,1,32,0,0,0
ch,26,probe_inv,67,9,1,1,0,0,0
ch,26,probe_noinv,67,9,1,2,0,0,0
ch,26,probe_pa,68,9,1,1,0,0,0
ch,26,probe_toa,68,9,1,128,0,0,0
ch,26,probe_tot,68,9,1,64,0,0,0
ch,26,sel_trig_toa,65,9,1,2,0,0,0
ch,26,sel_trig_tot,68,9,1,16,0,0,0
ch,26,sign_dac,78,9,1,64,0,0,0
ch,26,trim_inv,67,9,63,252,0,0,0
ch,26,trim_toa,65,9,63,252,0,0,0
ch,26,trim_tot,66,9,63,252,0,0,0
ch,27,Adc_pedestal,108,9,255,255,0,0,0
ch,27,Channel_off,100,9,1,8,0,0,0
ch,27,DAC_CAL_CTDC_TOA,102,9,63,63,0,0,0
ch,27,DAC_CAL_CTDC_TOT,101,9,63,63,0,0,0
ch,27,DAC_CAL_FTDC_TOA,104,9,63,63,0,0,0
ch,27,DAC_CAL_FTDC_TOT,103,9,63,63,0,0,0
ch,27,DIS_TDC,106,9,1,128,0,0,0
ch,27,ExtData,107,9,768,3,0,8,0
ch,27,ExtData,109,9,255,255,0,0,1
ch,27,Gain_conv,96,9,3,192,0,0,0
ch,27,Gain_conv,110,9,4,128,0,2,1
ch,27,HZ_inv,102,9,1,128,0,0,0
ch,27,HZ_noinv,102,9,1,64,0,0,0
ch,27,HighRange,100,9,1,4,0,0,0
ch,27,IN_FTDC_ENCODER_TOA,105,9,63,63,0,0,0
ch,27,IN_FTDC_ENCODER_TOT,106,9,63,63,0,0,0
ch,27,Inputdac,96,9,63,63,0,0,0
ch,27,LowRange,100,9,1,2,0,0,0
ch,27,dacb,110,9,63,63,0,0,0
ch,27,mask_AlignBuffer,107,9,1,128,0,0,0
ch,27,mask_adc,101,9,1,128,0,0,0
ch,27,mask_toa,97,9,1,1,0,0,0
ch,27,mask_tot,100,9,1,32,0,0,0
ch,27,probe_inv,99,9,1,1,0,0,0
ch,27,probe_noinv,99,9,1,2,0,0,0
ch,27,probe_pa,100,9,1,1,0,0,0
ch,27,probe_toa,100,9,1,128,0,0,0
ch,27,probe_tot,100,9,1,64,0,0,0
ch,27,sel_trig_toa,97,9,1,2,0,0,0
ch,27,sel_trig_tot,100,9,1,16,0,0,0
ch,27,sign_dac,110,9,1,64,0,0,0
ch,27,trim_inv,99,9,63,252,0,0,0
ch,27,trim_toa,97,9,63,252,0,0,0
ch,27,trim_tot,98,9,63,252,0,0,0
ch,28,Adc_pedestal,140,9,255,255,0,0,0
ch,28,Channel_off,132,9,1,8,0,0,0
ch,28,DAC_CAL_CTDC_TOA,134,9,63,63,0,0,0
ch,28,DAC_CAL_CTDC_TOT,133,9,63,63,0,0,0
ch,28,DAC_CAL_FTDC_TOA,136,9,63,63,0,0,0
ch,28,DAC_CAL_FTDC_TOT,135,9,63,63,0,0,0
ch,28,DIS_TDC,138,9,1,128,0,0,0
ch,28,ExtData,139,9,768,3,0,8,0
ch,28,ExtData,141,9,255,255,0,0,1
ch,28,Gain_conv,128,9,3,192,0,0,0
ch,28,Gain_conv,142,9,4,128,0,2,1
ch,28,HZ_inv,134,9,1,128,0,0,0
ch,28,HZ_noinv,134,9,1,64,0,0,0
ch,28,HighRange,132,9,1,4,0,0,0
ch,28,IN_FTDC_ENCODER_TOA,137,9,63,63,0,0,0
ch,28,IN_FTDC_ENCODER_TOT,138,9,63,63,0,0,0
ch,28,Inputdac,128,9,63,63,0,0,0
ch,28,LowRange,132,9,1,2,0,0,0
ch,28,dacb,142,9,63,63,0,0,0
ch,28,mask_AlignBuffer,139,9,1,128,0,0,0
ch,28,mask_adc,133,9,1,128,0,0,0
ch,28,mask_toa,129,9,1,1,0,0,0
ch,28,mask_tot,132,9,1,32,0,0,0
ch,28,probe_inv,131,9,1,1,0,0,0
ch,28,probe_noinv,131,9,1,2,0,0,0
ch,28,probe_pa,132,9,1,1,0,0,0
ch,28,probe_toa,132,9,1,128,0,0,0
ch,28,probe_tot,132,9,1,64,0,0,0
ch,28,sel_trig_toa,129,9,1,2,0,0,0
ch,28,sel_trig_tot,132,9,1,16,0,0,0
ch,28,sign_dac,142,9,1,64,0,0,0
ch,28,trim_inv,131,9,63,252,0,0,0
ch,28,trim_toa,129,9,63,252,0,0,0
ch,28,trim_tot,130,9,63,252,0,0,0
ch,29,Adc_pedestal,172,9,255,255,0,0,0
ch,29,Channel_off,164,9,1,8,0,0,0
ch,29,DAC_CAL_CTDC_TOA,166,9,63,63,0,0,0
ch,29,DAC_CAL_CTDC_TOT,165,9,63,63,0,0,0
ch,29,DAC_CAL_FTDC_TOA,168,9,63,63,0,0,0
ch,29,DAC_CAL_FTDC_TOT,167,9,63,63,0,0,0
ch,29,DIS_TDC,170,9,1,128,0,0,0
ch,29,ExtData,171,9,768,3,0,8,0
ch,29,ExtData,173,9,255,255,0,0,1
ch,29,Gain_conv,160,9,3,192,0,0,0
ch,29,Gain_conv,174,9,4,128,0,2,1
ch,29,HZ_inv,166,9,1,128,0,0,0
ch,29,HZ_noinv,166,9,1,64,0,0,0
ch,29,HighRange,164,9,1,4,0,0,0
ch,29,IN_FTDC_ENCODER_TOA,169,9,63,63,0,0,0
ch,29,IN_FTDC_ENCODER_TOT,170,9,63,63,0,0,0
ch,29,Inputdac,160,9,63,63,0,0,0
ch,29,LowRange,164,9,1,2,0,0,0
ch,29,dacb,174,9,63,63,0,0,0
ch,29,mask_AlignBuffer,171,9,1,128,0,0,0
ch,29,mask_adc,165,9,1,128,0,0,0
ch,29,mask_toa,161,9,1,1,0,0,0
ch,29,mask_tot,164,9,1,32,0,0,0
ch,29,probe_inv,163,9,1,1,0,0,0
ch,29,probe_noinv,163,9,1,2,0,0,0
ch,29,probe_pa,164,9,1,1,0,0,0
ch,29,probe_toa,164,9,1,128,0,0,0
ch,29,probe_tot,164,9,1,64,0,0,0
ch,29,sel_trig_toa,161,9,1,2,0,0,0
ch,29,sel_trig_tot,164,9,1,16,0,0,0
ch,29,sign_dac,174,9,1,64,0,0,0
ch,29,trim_inv,163,9,63,252,0,0,0
ch,29,trim_toa,161,9,63,252,0,0,0
ch,29,trim_tot,162,9,63,252,0,0,0
ch,30,Adc_pedestal,204,9,255,255,0,0,0
ch,30,Channel_off,196,9,1,8,0,0,0
ch,30,DAC_CAL_CTDC_TOA,198,9,63,63,0,0,0
ch,30,DAC_CAL_CTDC_TOT,197,9,63,63,0,0,0
ch,30,DAC_CAL_FTDC_TOA,200,9,63,63,0,0,0
ch,30,DAC_CAL_FTDC_TOT,199,9,63,63,0,0,0
ch,30,DIS_TDC,202,9,1,128,0,0,0
ch,30,ExtData,203,9,768,3,0,8,0
ch,30,ExtData,205,9,255,255,0,0,1
ch,30,Gain_conv,192,9,3,192,0,0,0
ch,30,Gain_conv,206,9,4,128,0,2,1
ch,30,HZ_inv,198,9,1,128,0,0,0
ch,30,HZ_noinv,198,9,1,64,0,0,0
ch,30,HighRange,196,9,1,4,0,0,0
ch,30,IN_FTDC_ENCODER_TOA,201,9,63,63,0,0,0
ch,30,IN_FTDC_ENCODER_TOT,202,9,63,63,0,0,0
ch,30,Inputdac,192,9,63,63,0,0,0
ch,30,LowRange,196,9,1,2,0,0,0
ch,30,dacb,206,9,63,63,0,0,0
ch,30,mask_AlignBuffer,203,9,1,128,0,0,0
ch,30,mask_adc,197,9,1,128,0,0,0
ch,30,mask_toa,193,9,1,1,0,0,0
ch,30,mask_tot,196,9,1,32,0,0,0
ch,30,probe_inv,195,9,1,1,0,0,0
ch,30,probe_noinv,195,9,1,2,0,0,0
ch,30,probe_pa,196,9,1,1,0,0,0
ch,30,probe_toa,196,9,1,128,0,0,0
ch,30,probe_tot,196,9,1,64,0,0,0
ch,30,sel_trig_toa,193,9,1,2,0,0,0
ch,30,sel_trig_tot,196,9,1,16,0,0,0
ch,30,sign_dac,206,9,1,64,0,0,0
ch,30,trim_inv,195,9,63,252,0,0,0
ch,30,trim_toa,193,9,63,252,0,0,0
ch,30,trim_tot,194,9,63,252,0,0,0
ch,31,Adc_pedestal,236,9,255,255,0,0,0
ch,31,Channel_off,228,9,1,8,0,0,0
ch,31,DAC_CAL_CTDC_TOA,230,9,63,63,0,0,0
ch,31,DAC_CAL_CTDC_TOT,229,9,63,63,0,0,0
ch,31,DAC_CAL_FTDC_TOA,232,9,63,63,0,0,0
ch,31,DAC_CAL_FTDC_TOT,231,9,63,63,0,0,0
ch,31,DIS_TDC,234,9,1,128,0,0,0
ch,31,ExtData,235,9,768,3,0,8,0
ch,31,ExtData,237,9,255,255,0,0,1
ch,31,Gain_conv,224,9,3,192,0,0,0
ch,31,Gain_conv,238,9,4,128,0,2,1
ch,31,HZ_inv,230,9,1,128,0,0,0
ch,31,HZ_noinv,230,9,1,64,0,0,0
ch,31,HighRange,228,9,1,4,0,0,0
ch,31,IN_FTDC_ENCODER_TOA,233,9,63,63,0,0,0
ch,31,IN_FTDC_ENCODER_TOT,234,9,63,63,0,0,0
ch,31,Inputdac,224,9,63,63,0,0,0
ch,31,LowRange,228,9,1,2,0,0,0
ch,31,dacb,238,9,63,63,0,0,0
ch,31,mask_AlignBuffer,235,9,1,128,0,0,0
ch,31,mask_adc,229,9,1,128,0,0,0
ch,31,mask_toa,225,9,1,1,0,0,0
ch,31,mask_tot,228,9,1,32,0,0,0
ch,31,probe_inv,227,9,1,1,0,0,0
ch,31,probe_noinv,227,9,1,2,0,0,0
ch,31,probe_pa,228,9,1,1,0,0,0
ch,31,probe_toa,228,9,1,128,0,0,0
ch,31,probe_tot,228,9,1,64,0,0,0
ch,31,sel_trig_toa,225,9,1,2,0,0,0
ch,31,sel_trig_tot,228,9,1,16,0,0,0
ch,31,sign_dac,238,9,1,64,0,0,0
ch,31,trim_inv,227,9,63,252,0,0,0
ch,31,trim_toa,225,9,63,252,0,0,0
ch,31,trim_tot,226,9,63,252,0,0,0
ch,32,Adc_pedestal,12,10,255,255,0,0,0
ch,32,Channel_off,4,10,1,8,0,0,0
ch,32,DAC_CAL_CTDC_TOA,6,10,63,63,0,0,0
ch,32,DAC_CAL_CTDC_TOT,5,10,63,63,0,0,0
ch,32,DAC_CAL_FTDC_TOA,8,10,63,63,0,0,0
ch,32,DAC_CAL_FTDC_TOT,7,10,63,63,0,0,0
ch,32,DIS_TDC,10,10,1,128,0,0,0
ch,32,ExtData,11,10,768,3,0,8,0
ch,32,ExtData,13,10,255,255,0,0,1
ch,32,Gain_conv,0,10,3,192,0,0,0
ch,32,Gain_conv,14,10,4,128,0,2,1
ch,32,HZ_inv,6,10,1,128,0,0,0
ch,32,HZ_noinv,6,10,1,64,0,0,0
ch,32,HighRange,4,10,1,4,0,0,0
ch,32,IN_FTDC_ENCODER_TOA,9,10,63,63,0,0,0
ch,32,IN_FTDC_ENCODER_TOT,10,10,63,63,0,0,0
ch,32,Inputdac,0,10,63,63,0,0,0
ch,32,LowRange,4,10,1,2,0,0,0
ch,32,dacb,14,10,63,63,0,0,0
ch,32,mask_AlignBuffer,11,10,1,128,0,0,0
ch,32,mask_adc,5,10,1,128,0,0,0
ch,32,mask_toa,1,10,1,1,0,0,0
ch,32,mask_tot,4,10,1,32,0,0,0
ch,32,probe_inv,3,10,1,1,0,0,0
ch,32,probe_noinv,3,10,1,2,0,0,0
ch,32,probe_pa,4,10,1,1,0,0,0
ch,32,probe_toa,4,10,1,128,0,0,0
ch,32,probe_tot,4,10,1,64,0,0,0
ch,32,sel_trig_toa,1,10,1,2,0,0,0
ch,32,sel_trig_tot,4,10,1,16,0,0,0
ch,32,sign_dac,14,10,1,64,0,0,0
ch,32,trim_inv,3,10,63,252,0,0,0
ch,32,trim_toa,1,10,63,252,0,0,0
ch,32,trim_tot,2,10,63,252,0,0,0
ch,33,Adc_pedestal,44,10,255,255,0,0,0
ch,33,Channel_off,36,10,1,8,0,0,0
ch,33,DAC_CAL_CTDC_TOA,38,10,63,63,0,0,0
ch,33,DAC_CAL_CTDC_TOT,37,10,63,63,0,0,0
ch,33,DAC_CAL_FTDC_TOA,40,10,63,63,0,0,0
ch,33,DAC_CAL_FTDC_TOT,39,10,63,63,0,0,0
ch,33,DIS_TDC,42,10,1,128,0,0,0
ch,33,ExtData,43,10,768,3,0,8,0
ch,33,ExtData,45,10,255,255,0,0,1
ch,33,Gain_conv,32,10,3,192,0,0,0
ch,33,Gain_conv,46,10,4,128,0,2,1
ch,33,HZ_inv,38,10,1,128,0,0,0
ch,33,HZ_noinv,38,10,1,64,0,0,0
ch,33,HighRange,36,10,1,4,0,0,0
ch,33,IN_FTDC_ENCODER_TOA,41,10,63,63,0,0,0
ch,33,IN_FTDC_ENCODER_TOT,42,10,63,63,0,0,0
ch,33,Inputdac,32,10,63,63,0,0,0
ch,33,LowRange,36,10,1,2,0,0,0
ch,33,dacb,46,10,63,63,0,0,0
ch,33,mask_AlignBuffer,43,10,1,128,0,0,0
ch,33,mask_adc,37,10,1,128,0,0,0
ch,33,mask_toa,33,10,1,1,0,0,0
ch,33,mask_tot,36,10,1,32,0,0,0
ch,33,probe_inv,35,10,1,1,0,0,0
ch,33,probe_noinv,35,10,1,2,0,0,0
ch,33,probe_pa,36,10,1,1,0,0,0
ch,33,probe_toa,36,10,1,128,0,0,0
ch,33,probe_tot,36,10,1,64,0,0,0
ch,33,sel_trig_toa,33,10,1,2,0,0,0
ch,33,sel_trig_tot,36,10,1,16,0,0,0
ch,33,sign_dac,46,10,1,64,0,0,0
ch,33,trim_inv,35,10,63,252,0,0,0
ch,33,trim_toa,33,10,63,252,0,0,0
ch,33,trim_tot,34,10,63,252,0,0,0
ch,34,Adc_pedestal,76,10,255,255,0,0,0
ch,34,Channel_off,68,10,1,8,0,0,0
ch,34,DAC_CAL_CTDC_TOA,70,10,63,63,0,0,0
ch,34,DAC_CAL_CTDC_TOT,69,10,63,63,0,0,0
ch,34,DAC_CAL_FTDC_TOA,72,10,63,63,0,0,0
ch,34,DAC_CAL_FTDC_TOT,71,10,63,63,0,0,0
ch,34,DIS_TDC,74,10,1,128,0,0,0
ch,34,ExtData,75,10,768,3,0,8,0
ch,34,ExtData,77,10,255,255,0,0,1
ch,34,Gain_conv,64,10,3,192,0,0,0
ch,34,Gain_conv,78,10,4,128,0,2,1
ch,34,HZ_inv,70,10,1,128,0,0,0
ch,34,HZ_noinv,70,10,1,64,0,0,0
ch,34,HighRange,68,10,1,4,0,0,0
ch,34,IN_FTDC_ENCODER_TOA,73,10,63,63,0,0,0
ch,34,IN_FTDC_ENCODER_TOT,74,10,63,63,0,0,0
ch,34,Inputdac,64,10,63,63,0,0,0
ch,34,LowRange,68,10,1,2,0,0,0
ch,34,dacb,78,10,63,63,0,0,0
ch,34,mask_AlignBuffer,75,10,1,128,0,0,0
ch,34,mask_adc,69,10,1,128,0,0,0
ch,34,mask_toa,65,10,1,1,0,0,0
ch,34,mask_tot,68,10,1,32,0,0,0
ch,34,probe_inv,67,10,1,1,0,0,0
ch,34,probe_noinv,67,10,1,2,0,0,0
ch,34,probe_pa,68,10,1,1,0,0,0
ch,34,probe_toa,68,10,1,128,0,0,0
ch,34,probe_tot,68,10,1,64,0,0,0
ch,34,sel_trig_toa,65,10,1,2,0,0,0
ch,34,sel_trig_tot,68,10,1,16,0,0,0
ch,34,sign_dac,78,10,1,64,0,0,0
ch,34,trim_inv,67,10,63,252,0,0,0
ch,34,trim_toa,65,10,63,252,0,0,0
ch,34,trim_tot,66,10,63,252,0,0,0
ch,35,Adc_pedestal,108,10,255,255,0,0,0
ch,35,Channel_off,100,10,1,8,0,0,0
ch,35,DAC_CAL_CTDC_TOA,102,10,63,63,0,0,0
ch,35,DAC_CAL_CTDC_TOT,101,10,63,63,0,0,0
ch,35,DAC_CAL_FTDC_TOA,104,10,63,63,0,0,0
ch,35,DAC_CAL_FTDC_TOT,103,10,63,63,0,0,0
ch,35,DIS_TDC,106,10,1,128,0,0,0
ch,35,ExtData,107,10,768,3,0,8,0
ch,35,ExtData,109,10,255,255,0,0,1
ch,35,Gain_conv,96,10,3,192,0,0,0
ch,35,Gain_conv,110,10,4,128,0,2,1
ch,35,HZ_inv,102,10,1,128,0,0,0
ch,35,HZ_noinv,102,10,1,64,0,0,0
ch,35,HighRange,100,10,1,4,0,0,0
ch,35,IN_FTDC_ENCODER_TOA,105,10,63,63,0,0,0
ch,35,IN_FTDC_ENCODER_TOT,106,10,63,63,0,0,0
ch,35,Inputdac,96,10,63,63,0,0,0
ch,35,LowRange,100,10,1,2,0,0,0
ch,35,dacb,110,10,63,63,0,0,0
ch,35,mask_AlignBuffer,107,10,1,128,0,0,0
ch,35,mask_adc,101,10,1,128,0,0,0
ch,35,mask_toa,97,10,1,1,0,0,0
ch,35,mask_tot,100,10,1,32,0,0,0
ch,35,probe_inv,99,10,1,1,0,0,0
ch,35,probe_noinv,99,10,1,2,0,0,0
ch,35,probe_pa,100,10,1,1,0,0,0
ch,35,probe_toa,100,10,1,128,0,0,0
ch,35,probe_tot,100,10,1,64,0,0,0
ch,35,sel_trig_toa,97,10,1,2,0,0,0
ch,35,sel_trig_tot,100,10,1,16,0,0,0
ch,35,sign_dac,110,10,1,64,0,0,0
ch,35,trim_inv,99,10,63,252,0,0,0
ch,35,trim_toa,97,10,63,252,0,0,0
ch,35,trim_tot,98,10,63,252,0,0,0
ch,36,Adc_pedestal,76,0,255,255,0,0,0
ch,36,Channel_off,68,0,1,8,0,0,0
ch,36,DAC_CAL_CTDC_TOA,70,0,63,63,0,0,0
ch,36,DAC_CAL_CTDC_TOT,69,0,63,63,0,0,0
ch,36,DAC_CAL_FTDC_TOA,72,0,63,63,0,0,0
ch,36,DAC_CAL_FTDC_TOT,71,0,63,63,0,0,0
ch,36,DIS_TDC,74,0,1,128,0,0,0
ch,36,ExtData,75,0,768,3,0,8,0
ch,36,ExtData,77,0,255,255,0,0,1
ch,36,Gain_conv,64,0,3,192,0,0,0
ch,36,Gain_conv,78,0,4,128,0,2,1
ch,36,HZ_inv,70,0,1,128,0,0,0
ch,36,HZ_noinv,70,0,1,64,0,0,0
ch,36,HighRange,68,0,1,4,0,0,0
ch,36,IN_FTDC_ENCODER_TOA,73,0,63,63,0,0,0
ch,36,IN_FTDC_ENCODER_TOT,74,0,63,63,0,0,0
ch,36,Inputdac,64,0,63,63,0,0,0
ch,36,LowRange,68,0,1,2,0,0,0
ch,36,dacb,78,0,63,63,0,0,0
ch,36,mask_AlignBuffer,75,0,1,128,0,0,0
ch,36,mask_adc,69,0,1,128,0,0,0
ch,36,mask_toa,65,0,1,1,0,0,0
ch,36,mask_tot,68,0,1,32,0,0,0
ch,36,probe_inv,67,0,1,1,0,0,0
ch,36,probe_noinv,67,0,1,2,0,0,0
ch,36,probe_pa,68,0,1,1,0,0,0
ch,36,probe_toa,68,0,1,128,0,0,0
ch,36,probe_tot,68,0,1,64,0,0,0
ch,36,sel_trig_toa,65,0,1,2,0,0,0
ch,36,sel_trig_tot,68,0,1,16,0,0,0
ch,36,sign_dac,78,0,1,64,0,0,0
ch,36,trim_inv,67,0,63,252,0,0,0
ch,36,trim_toa,65,0,63,252,0,0,0
ch,36,trim_tot,66,0,63,252,0,0,0
ch,37,Adc_pedestal,108,0,255,255,0,0,0
ch,37,Channel_off,100,0,1,8,0,0,0
ch,37,DAC_CAL_CTDC_TOA,102,0,63,63,0,0,0
ch,37,DAC_CAL_CTDC_TOT,101,0,63,63,0,0,0
ch,37,DAC_CAL_FTDC_TOA,104,0,63,63,0,0,0
ch,37,DAC_CAL_FTDC_TOT,103,0,63,63,0,0,0
ch,37,DIS_TDC,106,0,1,128,0,0,0
ch,37,ExtData,107,0,768,3,0,8,0
ch,37,ExtData,109,0,255,255,0,0,1
ch,37,Gain_conv,96,0,3,192,0,0,0
ch,37,Gain_conv,110,0,4,128,0,2,1
ch,37,HZ_inv,102,0,1,128,0,0,0
ch,37,HZ_noinv,102,0,1,64,0,0,0
ch,37,HighRange,100,0,1,4,0,0,0
ch,37,IN_FTDC_ENCODER_TOA,105,0,63,63,0,0,0
ch,37,IN_FTDC_ENCODER_TOT,106,0,63,63,0,0,0
ch,37,Inputdac,96,0,63,63,0,0,0
ch,37,LowRange,100,0,1,2,0,0,0
ch,37,dacb,110,0,63,63,0,0,0
ch,37,mask_AlignBuffer,107,0,1,128,0,0,0
ch,37,mask_adc,101,0,1,128,0,0,0
ch,37,mask_toa,97,0,1,1,0,0,0
ch,37,mask_tot,100,0,1,32,0,0,0
ch,37,probe_inv,99,0,1,1,0,0,0
ch,37,probe_noinv,99,0,1,2,0,0,0
ch,37,probe_pa,100,0,1,1,0,0,0
ch,37,probe_toa,100,0,1,128,0,0,0
ch,37,probe_tot,100,0,1,64,0,0,0
ch,37,sel_trig_toa,97,0,1,2,0,0,0
ch,37,sel_trig_tot,100,0,1,16,0,0,0
ch,37,sign_dac,110,0,1,64,0,0,0
ch,37,trim_inv,99,0,63,252,0,0,0
ch,37,trim_toa,97,0,63,252,0,0,0
ch,37,trim_tot,98,0,63,252,0,0,0
ch,38,Adc_pedestal,140,0,255,255,0,0,0
ch,38,Channel_off,132,0,1,8,0,0,0
ch,38,DAC_CAL_CTDC_TOA,134,0,63,63,0,0,0
ch,38,DAC_CAL_CTDC_TOT,133,0,63,63,0,0,0
ch,38,DAC_CAL_FTDC_TOA,136,0,63,63,0,0,0
ch,38,DAC_CAL_FTDC_TOT,135,0,63,63,0,0,0
ch,38,DIS_TDC,138,0,1,128,0,0,0
ch,38,ExtData,139,0,768,3,0,8,0
ch,38,ExtData,141,0,255,255,0,0,1
ch,38,Gain_conv,128,0,3,192,0,0,0
ch,38,Gain_conv,142,0,4,128,0,2,1
ch,38,HZ_inv,134,0,1,128,0,0,0
ch,38,HZ_noinv,134,0,1,64,0,0,0
ch,38,HighRange,132,0,1,4,0,0,0
ch,38,IN_FTDC_ENCODER_TOA,137,0,63,63,0,0,0
ch,38,IN_FTDC_ENCODER_TOT,138,0,63,63,0,0,0
ch,38,Inputdac,128,0,63,63,0,0,0
ch,38,LowRange,132,0,1,2,0,0,0
ch,38,dacb,142,0,63,63,0,0,0
ch,38,mask_AlignBuffer,139,0,1,128,0,0,0
ch,38,mask_adc,133,0,1,128,0,0,0
ch,38,mask_toa,129,0,1,1,0,0,0
ch,38,mask_tot,132,0,1,32,0,0,0
ch,38,probe_inv,131,0,1,1,0,0,0
ch,38,probe_noinv,131,0,1,2,0,0,0
ch,38,probe_pa,132,0,1,1,0,0,0
ch,38,probe_toa,132,0,1,128,0,0,0
ch,38,probe_tot,132,0,1,64,0,0,0
ch,38,sel_trig_toa,129,0,1,2,0,0,0
ch,38,sel_trig_tot,132,0,1,16,0,0,0
ch,38,sign_dac,142,0,1,64,0,0,0
ch,38,trim_inv,131,0,63,252,0,0,0
ch,38,trim_toa,129,0,63,252,0,0,0
ch,38,trim_tot,130,0,63,252,0,0,0
ch,39,Adc_pedestal,172,0,255,255,0,0,0
ch,39,Channel_off,164,0,1,8,0,0,0
ch,39,DAC_CAL_CTDC_TOA,166,0,63,63,0,0,0
ch,39,DAC_CAL_CTDC_TOT,165,0,63,63,0,0,0
ch,39,DAC_CAL_FTDC_TOA,168,0,63,63,0,0,0
ch,39,DAC_CAL_FTDC_TOT,167,0,63,63,0,0,0
ch,39,DIS_TDC,170,0,1,128,0,0,0
ch,39,ExtData,171,0,768,3,0,8,0
ch,39,ExtData,173,0,255,255,0,0,1
ch,39,Gain_conv,160,0,3,192,0,0,0
ch,39,Gain_conv,174,0,4,128,0,2,1
ch,39,HZ_inv,166,0,1,128,0,0,0
ch,39,HZ_noinv,166,0,1,64,0,0,0
ch,39,HighRange,164,0,1,4,0,0,0
ch,39,IN_FTDC_ENCODER_TOA,169,0,63,63,0,0,0
ch,39,IN_FTDC_ENCODER_TOT,170,0,63,63,0,0,0
ch,39,Inputdac,160,0,63,63,0,0,0
ch,39,LowRange,164,0,1,2,0,0,0
ch,39,dacb,174,0,63,63,0,0,0
ch,39,mask_AlignBuffer,171,0,1,128,0,0,0
ch,39,mask_adc,165,0,1,128,0,0,0
ch,39,mask_toa,161,0,1,1,0,0,0
ch,39,mask_tot,164,0,1,32,0,0,0
ch,39,probe_inv,163,0,1,1,0,0,0
ch,39,probe_noinv,163,0,1,2,0,0,0
ch,39,probe_pa,164,0,1,1,0,0,0
ch,39,probe_toa,164,0,1,128,0,0,0
ch,39,probe_tot,164,0,1,64,0,0,0
ch,39,sel_trig_toa,161,0,1,2,0,0,0
ch,39,sel_trig_tot,164,0,1,16,0,0,0
ch,39,sign_dac,174,0,1,64,0,0,0
ch,39,trim_inv,163,0,63,252,0,0,0
ch,39,trim_toa,161,0,63,252,0,0,0
ch,39,trim_tot,162,0,63,252,0,0,0
ch,40,Adc_pedestal,204,0,255,255,0,0,0
ch,40,Channel_off,196,0,1,8,0,0,0
ch,40,DAC_CAL_CTDC_TOA,198,0,63,63,0,0,0
ch,40,DAC_CAL_CTDC_TOT,197,0,63,63,0,0,0
ch,40,DAC_CAL_FTDC_TOA,200,0,63,63,0,0,0
ch,40,DAC_CAL_FTDC_TOT,199,0,63,63,0,0,0
ch,40,DIS_TDC,202,0,1,128,0,0,0
ch,40,ExtData,203,0,768,3,0,8,0
ch,40,ExtData,205,0,255,255,0,0,1
ch,40,Gain_conv,192,0,3,192,0,0,0
ch,40,Gain_conv,206,0,4,128,0,2,1
ch,40,HZ_inv,198,0,1,128,0,0,0
ch,40,HZ_noinv,198,0,1,64,0,0,0
ch,40,HighRange,196,0,1,4,0,0,0
ch,40,IN_FTDC_ENCODER_TOA,201,0,63,63,0,0,0
ch,40,IN_FTDC_ENCODER_TOT,202,0,63,63,0,0,0
ch,40,Inputdac,192,0,63,63,0,0,0
ch,40,LowRange,196,0,1,2,0,0,0
ch,40,dacb,206,0,63,63,0,0,0
ch,40,mask_AlignBuffer,203,0,1,128,0,0,0
ch,40,mask_adc,197,0,1,128,0,0,0
ch,40,mask_toa,193,0,1,1,0,0,0
ch,40,mask_tot,196,0,1,32,0,0,0
ch,40,probe_inv,195,0,1,1,0,0,0
ch,40,probe_noinv,195,0,1,2,0,0,0
ch,40,probe_pa,196,0,1,1,0,0,0
ch,40,probe_toa,196,0,1,128,0,0,0
ch,40,probe_tot,196,0,1,64,0,0,0
ch,40,sel_trig_toa,193,0,1,2,0,0,0
ch,40,sel_trig_tot,196,0,1,16,0,0,0
ch,40,sign_dac,206,0,1,64,0,0,0
ch,40,trim_inv,195,0,63,252,0,0,0
ch,40,trim_toa,193,0,63,252,0,0,0
ch,40,trim_tot,194,0,63,252,0,0,0
ch,41,Adc_pedestal,236,0,255,255,0,0,0
ch,41,Channel_off,228,0,1,8,0,0,0
ch,41,DAC_CAL_CTDC_TOA,230,0,63,63,0,0,0
ch,41,DAC_CAL_CTDC_TOT,229,0,63,63,0,0,0
ch,41,DAC_CAL_FTDC_TOA,232,0,63,63,0,0,0
ch,41,DAC_CAL_FTDC_TOT,231,0,63,63,0,0,0
ch,41,DIS_TDC,234,0,1,128,0,0,0
ch,41,ExtData,235,0,768,3,0,8,0
ch,41,ExtData,237,0,255,255,0,0,1
ch,41,Gain_conv,224,0,3,192,0,0,0
ch,41,Gain_conv,238,0,4,128,0,2,1
ch,41,HZ_inv,230,0,1,128,0,0,0
ch,41,HZ_noinv,230,0,1,64,0,0,0
ch,41,HighRange,228,0,1,4,0,0,0
ch,41,IN_FTDC_ENCODER_TOA,233,0,63,63,0,0,0
ch,41,IN_FTDC_ENCODER_TOT,234,0,63,63,0,0,0
ch,41,Inputdac,224,0,63,63,0,0,0
ch,41,LowRange,228,0,1,2,0,0,0
ch,41,dacb,238,0,63,63,0,0,0
